Bus_ID,Route,Latitude,Longitude,Traffic,Weather,Arrival_Time
B1474,Route-20,12.856652,80.22108,Low,Foggy,14
B1475,Route-3,12.998806,80.179283,Medium,Sunny,20
B1476,Route-15,13.128378,80.390561,Low,Sunny,13
B1477,Route-15,12.846033,80.279713,High,Sunny,22
B1478,Route-1,13.151896,80.211978,Medium,Cloudy,21
B1479,Route-4,13.062878,80.174857,Medium,Cloudy,17
B1480,Route-16,12.877414,80.383421,High,Sunny,24
B1481,Route-13,13.112602,80.212066,Low,Rainy,11
B1482,Route-13,13.025127,80.387274,Medium,Sunny,13
B1483,Route-18,12.907334,80.299498,Medium,Rainy,26
B1484,Route-9,13.257274,80.230206,Low,Rainy,18
B1485,Route-18,12.914586,80.264063,Medium,Foggy,23
B1486,Route-14,12.899635,80.363241,Medium,Sunny,13
B1487,Route-1,12.831263,80.237682,Low,Sunny,8
B1488,Route-4,13.275745,80.351548,Medium,Sunny,17
B1489,Route-14,12.900141,80.285035,High,Cloudy,21
B1490,Route-1,13.013748,80.161865,Low,Rainy,19
B1491,Route-6,13.193694,80.236304,High,Cloudy,30
B1492,Route-11,13.124661,80.380884,Medium,Sunny,12
B1493,Route-15,13.095116,80.22229,Medium,Sunny,18
B1494,Route-16,12.805746,80.222633,Low,Rainy,20
B1495,Route-15,13.271266,80.324033,Medium,Rainy,22
B1496,Route-20,12.944594,80.192942,Medium,Sunny,18
B1497,Route-14,12.90803,80.342797,High,Rainy,30
B1498,Route-9,13.27056,80.362896,Medium,Cloudy,20
B1499,Route-17,12.974445,80.25648,Low,Rainy,16
B1500,Route-15,13.007258,80.103975,Low,Cloudy,19
B1501,Route-17,13.146975,80.168879,Medium,Sunny,20
B1502,Route-17,13.065945,80.33683,Medium,Rainy,21
B1503,Route-2,13.240831,80.136449,Medium,Rainy,21
B1504,Route-15,12.922676,80.11732,Medium,Cloudy,19
B1505,Route-19,13.293123,80.224421,Medium,Cloudy,12
B1506,Route-13,13.176797,80.1611,Medium,Sunny,13
B1507,Route-7,13.066252,80.134618,High,Cloudy,23
B1508,Route-7,12.903126,80.217558,Low,Cloudy,9
B1509,Route-3,13.188245,80.283401,High,Foggy,31
B1510,Route-9,13.144316,80.175982,Medium,Cloudy,23
B1511,Route-19,13.210694,80.352998,Medium,Rainy,21
B1512,Route-15,13.055281,80.34618,Low,Cloudy,19
B1513,Route-8,12.993913,80.341061,Medium,Sunny,13
B1514,Route-17,13.07088,80.39042,High,Sunny,20
B1515,Route-3,13.201907,80.230042,Low,Sunny,18
B1516,Route-20,12.986267,80.120614,Low,Sunny,10
B1517,Route-9,13.264644,80.213768,Low,Sunny,6
B1518,Route-8,13.186405,80.264526,Low,Rainy,22
B1519,Route-17,13.060537,80.205061,Medium,Cloudy,24
B1520,Route-6,13.156618,80.215986,Low,Sunny,16
B1521,Route-10,13.179358,80.279147,Medium,Foggy,26
B1522,Route-8,12.878238,80.242176,Medium,Cloudy,19
B1523,Route-2,13.23432,80.317303,Medium,Rainy,17
B1524,Route-15,13.025388,80.387549,Low,Sunny,5
B1525,Route-14,12.912521,80.258617,Medium,Rainy,21
B1526,Route-5,12.932318,80.298591,Low,Cloudy,13
B1527,Route-3,12.908615,80.239197,Medium,Sunny,19
B1528,Route-8,13.22906,80.335132,High,Cloudy,29
B1529,Route-1,13.133386,80.128298,Medium,Sunny,19
B1530,Route-13,12.847459,80.399668,Medium,Sunny,21
B1531,Route-11,12.952015,80.195431,Medium,Cloudy,17
B1532,Route-6,13.08309,80.193833,Medium,Rainy,22
B1533,Route-3,13.153079,80.192687,Low,Foggy,17
B1534,Route-19,13.001167,80.217178,High,Sunny,24
B1535,Route-14,12.994615,80.168663,Medium,Rainy,20
B1536,Route-18,13.116536,80.240786,Medium,Cloudy,19
B1537,Route-18,13.15755,80.277947,Medium,Rainy,19
B1538,Route-10,13.115822,80.116317,Low,Foggy,17
B1539,Route-18,13.205129,80.224148,Medium,Rainy,26
B1540,Route-11,12.884864,80.105743,Medium,Rainy,18
B1541,Route-13,13.14285,80.373064,Medium,Cloudy,20
B1542,Route-8,12.938506,80.376392,Low,Cloudy,18
B1543,Route-20,13.15132,80.119958,Low,Cloudy,16
B1544,Route-9,13.129523,80.16337,High,Rainy,32
B1545,Route-8,13.248683,80.286789,High,Sunny,23
B1546,Route-17,12.863968,80.204252,High,Rainy,30
B1547,Route-7,12.953026,80.265563,Medium,Rainy,18
B1548,Route-15,13.034554,80.180569,Low,Sunny,17
B1549,Route-8,13.179646,80.390328,Low,Foggy,19
B1550,Route-17,12.909853,80.106156,Low,Cloudy,19
B1551,Route-6,13.287687,80.151035,Medium,Sunny,14
B1552,Route-14,12.841368,80.245361,High,Sunny,25
B1553,Route-12,13.09035,80.251653,High,Sunny,26
B1554,Route-10,12.841136,80.237875,Low,Cloudy,16
B1555,Route-12,12.895363,80.204119,Low,Sunny,8
B1556,Route-17,12.956938,80.261407,High,Rainy,33
B1557,Route-12,12.807912,80.256828,High,Foggy,32
B1558,Route-8,12.858506,80.339915,Medium,Cloudy,21
B1559,Route-14,12.887746,80.270318,Low,Foggy,20
B1560,Route-3,13.076331,80.211652,Medium,Sunny,18
B1561,Route-6,13.212855,80.185712,Low,Sunny,10
B1562,Route-5,12.983695,80.126105,Medium,Rainy,18
B1563,Route-7,12.910252,80.165462,Low,Cloudy,19
B1564,Route-20,13.111739,80.280084,Medium,Rainy,19
B1565,Route-8,13.029162,80.205366,High,Sunny,18
B1566,Route-13,12.94573,80.162262,High,Sunny,28
B1567,Route-17,13.180288,80.146348,Medium,Cloudy,14
B1568,Route-11,12.987903,80.312437,Medium,Foggy,19
B1569,Route-20,12.970206,80.253174,Low,Sunny,8
B1570,Route-20,12.825122,80.110473,Medium,Cloudy,12
B1571,Route-1,13.198004,80.32612,High,Foggy,32
B1572,Route-8,12.89457,80.37671,High,Foggy,23
B1573,Route-8,13.084232,80.295455,Low,Sunny,6
B1574,Route-17,12.833083,80.105747,High,Sunny,19
B1575,Route-7,12.815052,80.388448,Low,Sunny,14
B1576,Route-19,13.13925,80.195265,Low,Cloudy,12
B1577,Route-17,13.256466,80.201931,Medium,Sunny,14
B1578,Route-1,13.295054,80.193564,Medium,Cloudy,16
B1579,Route-4,13.070501,80.395454,Low,Foggy,17
B1580,Route-2,12.919995,80.31304,Low,Sunny,16
B1581,Route-19,12.830048,80.37143,Low,Sunny,9
B1582,Route-9,13.178524,80.116682,High,Rainy,28
B1583,Route-4,13.001203,80.365376,Medium,Sunny,16
B1584,Route-20,12.935817,80.157183,Low,Cloudy,10
B1585,Route-15,13.167463,80.259436,High,Sunny,26
B1586,Route-5,13.166942,80.289671,High,Sunny,24
B1587,Route-3,12.908954,80.104553,Medium,Sunny,15
B1588,Route-17,13.249193,80.219856,Medium,Cloudy,23
B1589,Route-13,13.189994,80.129621,Low,Sunny,13
B1590,Route-19,13.247849,80.33505,Medium,Sunny,20
B1591,Route-9,12.851633,80.151757,Medium,Cloudy,23
B1592,Route-12,12.920035,80.143293,Low,Rainy,14
B1593,Route-10,13.294716,80.272331,Medium,Sunny,19
B1594,Route-17,13.038675,80.205246,High,Rainy,30
B1595,Route-14,13.217295,80.2075,Medium,Sunny,17
B1596,Route-3,13.088236,80.328565,Low,Sunny,9
B1597,Route-15,12.838284,80.226228,Low,Cloudy,9
B1598,Route-17,12.880609,80.296923,Medium,Sunny,14
B1599,Route-15,12.911991,80.171743,High,Rainy,27
B1600,Route-8,12.977333,80.265199,Medium,Sunny,22
B1601,Route-13,13.24963,80.388678,Low,Sunny,10
B1602,Route-16,12.93905,80.165087,Medium,Cloudy,17
B1603,Route-8,13.009591,80.150461,High,Sunny,20
B1604,Route-19,13.279059,80.166134,Medium,Rainy,26
B1605,Route-18,12.94285,80.127412,Medium,Sunny,16
B1606,Route-6,13.165748,80.347341,Medium,Sunny,20
B1607,Route-18,12.853807,80.330438,High,Sunny,23
B1608,Route-3,12.937192,80.370475,Low,Cloudy,14
B1609,Route-19,13.148348,80.197304,High,Rainy,23
B1610,Route-13,13.202715,80.384027,Low,Cloudy,12
B1611,Route-17,13.101764,80.297852,High,Sunny,18
B1612,Route-2,12.832846,80.366136,Low,Sunny,12
B1613,Route-9,13.178641,80.369389,Low,Sunny,14
B1614,Route-13,12.967812,80.123042,Low,Sunny,13
B1615,Route-18,12.939946,80.183316,Low,Sunny,14
B1616,Route-16,13.086975,80.217869,Low,Sunny,11
B1617,Route-15,12.953216,80.112077,Low,Rainy,15
B1618,Route-12,12.987361,80.264961,Low,Foggy,19
B1619,Route-8,12.910891,80.195266,Medium,Sunny,17
B1620,Route-7,13.025029,80.201236,High,Sunny,22
B1621,Route-19,13.021054,80.20032,Low,Cloudy,13
B1622,Route-6,12.948196,80.373241,Low,Sunny,8
B1623,Route-13,12.862783,80.151388,Low,Sunny,13
B1624,Route-20,12.92326,80.39281,Low,Rainy,17
B1625,Route-20,12.855569,80.294432,Low,Sunny,8
B1626,Route-4,12.998496,80.146895,Medium,Rainy,21
B1627,Route-19,13.296291,80.14686,Low,Sunny,14
B1628,Route-2,13.180838,80.252125,Low,Sunny,11
B1629,Route-11,13.109386,80.29961,Medium,Sunny,20
B1630,Route-17,12.849773,80.280958,Low,Sunny,9
B1631,Route-10,12.947034,80.163096,High,Foggy,31
B1632,Route-3,12.862978,80.393745,High,Sunny,22
B1633,Route-6,13.101575,80.30476,Medium,Cloudy,20
B1634,Route-9,13.032033,80.382919,Low,Sunny,9
B1635,Route-18,13.125213,80.1637,Medium,Sunny,21
B1636,Route-8,12.970659,80.243559,Low,Rainy,15
B1637,Route-2,13.111366,80.342027,Low,Sunny,11
B1638,Route-15,12.887324,80.18878,Medium,Cloudy,21
B1639,Route-18,13.08196,80.250084,High,Cloudy,32
B1640,Route-13,13.231505,80.145206,Low,Rainy,19
B1641,Route-13,13.148916,80.370079,Low,Cloudy,15
B1642,Route-8,12.947912,80.100334,Medium,Foggy,21
B1643,Route-14,12.821235,80.305388,Low,Sunny,9
B1644,Route-2,13.206717,80.377276,Low,Sunny,13
B1645,Route-3,13.122451,80.186475,Low,Rainy,15
B1646,Route-20,12.806449,80.26209,Medium,Sunny,21
B1647,Route-13,12.842528,80.264662,Medium,Cloudy,18
B1648,Route-7,12.99495,80.244014,High,Sunny,25
B1649,Route-14,13.065936,80.362086,High,Sunny,22
B1650,Route-20,13.038231,80.195491,Medium,Sunny,15
B1651,Route-12,12.866605,80.289719,Medium,Sunny,16
B1652,Route-6,13.176736,80.361858,Medium,Rainy,23
B1653,Route-13,13.136851,80.33025,Low,Rainy,18
B1654,Route-11,12.862775,80.389044,High,Sunny,20
B1655,Route-15,13.12595,80.349725,Low,Rainy,16
B1656,Route-11,13.118887,80.34602,Medium,Sunny,16
B1657,Route-8,13.099298,80.295885,Low,Sunny,7
B1658,Route-4,13.246818,80.122392,Medium,Sunny,20
B1659,Route-14,13.078232,80.207586,Low,Rainy,19
B1660,Route-20,13.28759,80.349961,Medium,Foggy,19
B1661,Route-13,13.178127,80.236255,Medium,Sunny,15
B1662,Route-19,13.284661,80.213352,Low,Cloudy,16
B1663,Route-13,12.830552,80.249791,Low,Sunny,10
B1664,Route-6,13.007413,80.216182,Low,Rainy,18
B1665,Route-10,13.165246,80.140607,Medium,Sunny,10
B1666,Route-1,13.090868,80.220439,Medium,Cloudy,15
B1667,Route-4,12.819043,80.285991,Low,Cloudy,13
B1668,Route-4,13.235957,80.273094,Medium,Cloudy,21
B1669,Route-16,13.082925,80.372406,Medium,Sunny,14
B1670,Route-16,12.985773,80.28432,Medium,Rainy,23
B1671,Route-7,12.840093,80.243052,Medium,Rainy,20
B1672,Route-8,13.293875,80.197705,Medium,Sunny,18
B1673,Route-1,13.011328,80.398691,High,Cloudy,28
B1674,Route-12,13.108966,80.202554,Low,Rainy,20
B1675,Route-12,12.86609,80.231957,High,Sunny,24
B1676,Route-1,13.251202,80.214965,Low,Cloudy,12
B1677,Route-2,13.020575,80.159823,High,Sunny,20
B1678,Route-16,13.212966,80.289438,High,Cloudy,27
B1679,Route-13,13.007562,80.104299,High,Sunny,17
B1680,Route-7,13.193871,80.185009,High,Rainy,34
B1681,Route-15,12.806171,80.142888,Medium,Cloudy,24
B1682,Route-20,13.227403,80.385725,Medium,Sunny,13
B1683,Route-14,12.812905,80.265987,Medium,Sunny,12
B1684,Route-5,12.849004,80.11322,High,Sunny,25
B1685,Route-18,13.094607,80.236284,Medium,Sunny,10
B1686,Route-11,12.861642,80.255569,Low,Sunny,16
B1687,Route-19,12.823486,80.378416,Medium,Rainy,19
B1688,Route-14,13.006839,80.295892,Low,Rainy,14
B1689,Route-13,13.283901,80.264959,High,Sunny,28
B1690,Route-18,13.108765,80.162335,Low,Sunny,18
B1691,Route-19,13.018526,80.288324,Low,Rainy,19
B1692,Route-1,13.237154,80.349187,High,Sunny,24
B1693,Route-1,12.890446,80.339747,Medium,Foggy,18
B1694,Route-2,13.233212,80.117885,High,Rainy,34
B1695,Route-16,13.137881,80.285583,Medium,Cloudy,20
B1696,Route-8,12.805539,80.319052,High,Foggy,30
B1697,Route-11,12.977189,80.190849,Low,Sunny,13
B1698,Route-7,13.09689,80.272678,Medium,Sunny,14
B1699,Route-10,12.905054,80.322681,Medium,Cloudy,21
B1700,Route-8,13.14967,80.199168,Medium,Sunny,18
B1701,Route-17,12.866591,80.1784,Medium,Cloudy,19
B1702,Route-6,12.959523,80.224654,Medium,Sunny,22
B1703,Route-1,12.852338,80.138579,Low,Sunny,11
B1704,Route-4,13.075266,80.22221,Low,Cloudy,9
B1705,Route-19,12.860848,80.276428,Low,Cloudy,12
B1706,Route-1,12.947874,80.176723,High,Cloudy,30
B1707,Route-6,12.923429,80.191925,Low,Sunny,14
B1708,Route-18,12.843894,80.151549,Medium,Sunny,21
B1709,Route-13,13.205933,80.104159,Low,Sunny,12
B1710,Route-5,12.810069,80.146135,High,Foggy,28
B1711,Route-10,13.139533,80.379522,Medium,Cloudy,25
B1712,Route-11,13.119244,80.195923,Low,Sunny,17
B1713,Route-9,13.229556,80.250017,Low,Sunny,10
B1714,Route-14,13.005341,80.162907,High,Sunny,28
B1715,Route-17,12.875686,80.145566,Medium,Rainy,22
B1716,Route-3,13.014092,80.289606,Low,Foggy,17
B1717,Route-4,13.172607,80.169667,Medium,Cloudy,14
B1718,Route-7,13.182597,80.142948,High,Sunny,22
B1719,Route-16,13.251624,80.180225,Low,Rainy,14
B1720,Route-4,12.951233,80.357609,High,Rainy,33
B1721,Route-14,13.272512,80.304762,Low,Cloudy,15
B1722,Route-6,12.859976,80.193619,Medium,Cloudy,16
B1723,Route-8,12.842128,80.304796,Low,Sunny,13
B1724,Route-8,13.191608,80.340973,High,Sunny,21
B1725,Route-1,13.236522,80.150658,Medium,Sunny,19
B1726,Route-1,12.991699,80.150484,Medium,Rainy,29
B1727,Route-16,13.055557,80.281294,Low,Rainy,17
B1728,Route-20,12.852701,80.351656,High,Rainy,26
B1729,Route-15,13.24319,80.114159,Low,Sunny,12
B1730,Route-8,13.147594,80.288889,High,Sunny,26
B1731,Route-15,12.805358,80.263277,Medium,Sunny,11
B1732,Route-6,13.060272,80.232199,Medium,Sunny,20
B1733,Route-20,13.037003,80.23538,Low,Sunny,17
B1734,Route-11,12.897856,80.346076,Medium,Rainy,25
B1735,Route-7,13.176057,80.253862,Medium,Sunny,11
B1736,Route-5,12.800822,80.212924,High,Sunny,21
B1737,Route-6,13.076912,80.253894,High,Sunny,23
B1738,Route-4,13.161392,80.169552,Medium,Rainy,19
B1739,Route-4,13.172014,80.3133,Low,Sunny,14
B1740,Route-13,12.916318,80.325078,High,Sunny,24
B1741,Route-15,13.169546,80.305954,Low,Cloudy,16
B1742,Route-7,12.815861,80.26049,High,Cloudy,24
B1743,Route-14,13.177285,80.174581,Medium,Foggy,17
B1744,Route-15,12.933538,80.260398,Medium,Rainy,26
B1745,Route-6,13.209435,80.201199,Medium,Sunny,19
B1746,Route-3,12.86851,80.261275,High,Foggy,29
B1747,Route-10,13.288748,80.34236,Medium,Sunny,12
B1748,Route-15,12.830113,80.189295,Low,Foggy,9
B1749,Route-18,13.117453,80.137154,High,Sunny,20
B1750,Route-16,13.072315,80.123357,Low,Rainy,13
B1751,Route-10,12.806614,80.253534,Low,Rainy,14
B1752,Route-15,13.201491,80.394238,Medium,Sunny,17
B1753,Route-10,13.177268,80.233636,High,Foggy,24
B1754,Route-1,13.214911,80.296418,Low,Sunny,16
B1755,Route-13,12.843723,80.213209,Low,Cloudy,8
B1756,Route-5,12.976164,80.11293,High,Foggy,29
B1757,Route-3,12.854341,80.394377,Low,Rainy,21
B1758,Route-18,12.873011,80.381419,Medium,Sunny,18
B1759,Route-7,13.080932,80.301422,High,Rainy,29
B1760,Route-19,13.075968,80.172551,High,Cloudy,20
B1761,Route-17,13.121398,80.280284,Low,Sunny,15
B1762,Route-15,13.036258,80.213467,Low,Cloudy,12
B1763,Route-5,12.836138,80.272736,Low,Sunny,14
B1764,Route-17,12.901075,80.263647,Medium,Sunny,17
B1765,Route-4,12.998636,80.173665,Low,Rainy,18
B1766,Route-18,13.282916,80.161738,High,Sunny,25
B1767,Route-13,13.06728,80.158637,High,Cloudy,26
B1768,Route-20,13.179912,80.201647,Low,Sunny,8
B1769,Route-20,12.827256,80.194213,Medium,Cloudy,18
B1770,Route-2,12.930876,80.287272,Medium,Cloudy,18
B1771,Route-11,12.949616,80.229257,High,Cloudy,28
B1772,Route-16,13.292884,80.337385,High,Rainy,31
B1773,Route-8,13.022978,80.106007,Low,Rainy,17
B1774,Route-14,13.117372,80.155926,Medium,Sunny,20
B1775,Route-11,13.041301,80.164809,Low,Rainy,17
B1776,Route-14,12.949834,80.388631,Medium,Rainy,20
B1777,Route-10,12.861725,80.161794,Low,Sunny,9
B1778,Route-20,13.131655,80.35173,High,Sunny,21
B1779,Route-2,13.165625,80.330924,Medium,Cloudy,17
B1780,Route-20,13.048627,80.153525,High,Cloudy,23
B1781,Route-11,12.996818,80.242031,High,Cloudy,24
B1782,Route-5,13.140192,80.182236,Low,Sunny,8
B1783,Route-8,13.117662,80.158946,Medium,Cloudy,13
B1784,Route-12,13.228967,80.300078,Low,Cloudy,10
B1785,Route-3,13.066111,80.346492,Low,Sunny,5
B1786,Route-4,13.082208,80.280175,Low,Cloudy,9
B1787,Route-19,12.860707,80.31634,Medium,Sunny,19
B1788,Route-4,12.92441,80.222367,Medium,Sunny,21
B1789,Route-12,12.892888,80.12549,Low,Rainy,17
B1790,Route-6,13.261323,80.250712,Low,Foggy,10
B1791,Route-19,12.957999,80.355664,High,Rainy,32
B1792,Route-7,12.842702,80.391738,Medium,Cloudy,23
B1793,Route-10,12.837448,80.131848,Medium,Sunny,21
B1794,Route-20,12.830973,80.273042,Medium,Rainy,23
B1795,Route-2,13.159538,80.264255,Medium,Sunny,14
B1796,Route-18,12.819961,80.234724,Low,Sunny,10
B1797,Route-17,12.853312,80.210039,Low,Sunny,17
B1798,Route-4,13.232536,80.280238,High,Foggy,28
B1799,Route-12,12.945022,80.160439,High,Cloudy,24
B1800,Route-13,13.042817,80.37384,High,Sunny,22
B1801,Route-12,13.057653,80.13071,Low,Sunny,8
B1802,Route-12,13.101607,80.123915,High,Sunny,22
B1803,Route-5,13.183174,80.221925,Low,Cloudy,15
B1804,Route-3,12.935775,80.194865,Low,Rainy,23
B1805,Route-5,13.178226,80.242247,Low,Sunny,18
B1806,Route-16,12.926265,80.232849,High,Cloudy,29
B1807,Route-12,13.219304,80.342571,Low,Foggy,18
B1808,Route-3,13.242619,80.126012,Medium,Rainy,23
B1809,Route-10,13.175712,80.3824,Low,Foggy,20
B1810,Route-10,12.907578,80.28824,Medium,Cloudy,18
B1811,Route-10,12.955154,80.219738,Low,Sunny,12
B1812,Route-2,13.121389,80.315303,Low,Foggy,20
B1813,Route-2,13.234767,80.154197,High,Sunny,19
B1814,Route-20,13.104106,80.233372,High,Sunny,29
B1815,Route-14,12.88401,80.206439,Low,Cloudy,16
B1816,Route-17,13.098904,80.299422,High,Sunny,25
B1817,Route-11,12.928207,80.380193,Low,Cloudy,16
B1818,Route-4,13.158631,80.274621,Medium,Foggy,20
B1819,Route-4,13.231821,80.399043,High,Cloudy,22
B1820,Route-16,13.213232,80.267307,High,Sunny,26
B1821,Route-4,13.034703,80.357357,Medium,Sunny,14
B1822,Route-2,12.900703,80.102863,Medium,Foggy,21
B1823,Route-10,13.028365,80.198769,High,Sunny,27
B1824,Route-17,13.152808,80.256465,Low,Sunny,8
B1825,Route-20,12.819681,80.106554,Low,Sunny,10
B1826,Route-14,12.813553,80.33505,Medium,Sunny,14
B1827,Route-1,13.195997,80.396006,Medium,Cloudy,21
B1828,Route-20,13.272686,80.117171,High,Cloudy,28
B1829,Route-19,12.93136,80.241675,Medium,Rainy,21
B1830,Route-13,12.827483,80.273563,Medium,Foggy,24
B1831,Route-13,12.958229,80.12609,Medium,Sunny,16
B1832,Route-10,13.112608,80.381292,Low,Rainy,19
B1833,Route-17,12.812021,80.260242,High,Rainy,28
B1834,Route-8,13.277922,80.171015,Low,Rainy,20
B1835,Route-9,13.226659,80.2495,Low,Foggy,20
B1836,Route-18,12.947711,80.127168,Low,Sunny,10
B1837,Route-3,12.885231,80.215355,Medium,Rainy,27
B1838,Route-1,13.204989,80.171487,Medium,Sunny,14
B1839,Route-16,12.892704,80.154619,Low,Sunny,11
B1840,Route-8,13.231716,80.141835,High,Cloudy,23
B1841,Route-9,12.986022,80.127735,Medium,Rainy,23
B1842,Route-4,13.283367,80.387441,High,Sunny,24
B1843,Route-6,13.244506,80.14819,High,Sunny,25
B1844,Route-12,12.869484,80.324189,Low,Rainy,24
B1845,Route-17,13.287452,80.223334,Low,Sunny,17
B1846,Route-6,13.157992,80.282197,Low,Cloudy,14
B1847,Route-5,12.939134,80.218625,Medium,Foggy,20
B1848,Route-12,12.866889,80.385992,Medium,Sunny,16
B1849,Route-20,12.926992,80.363308,Medium,Sunny,19
B1850,Route-6,13.152016,80.165236,Low,Sunny,11
B1851,Route-12,13.200069,80.172498,High,Foggy,30
B1852,Route-4,13.173302,80.103779,Medium,Sunny,15
B1853,Route-20,13.150783,80.102948,Low,Sunny,9
B1854,Route-12,13.022092,80.141116,Low,Rainy,15
B1855,Route-12,13.293684,80.167548,Medium,Cloudy,20
B1856,Route-5,12.998395,80.229363,Medium,Cloudy,16
B1857,Route-3,12.887078,80.264064,Medium,Rainy,20
B1858,Route-2,13.046001,80.193071,Low,Sunny,16
B1859,Route-14,12.866642,80.378324,Low,Cloudy,16
B1860,Route-8,13.183882,80.13419,High,Rainy,27
B1861,Route-6,13.029182,80.258612,Medium,Cloudy,19
B1862,Route-16,13.049593,80.188961,Low,Rainy,22
B1863,Route-2,12.851608,80.275511,High,Sunny,21
B1864,Route-20,12.853356,80.294867,Medium,Cloudy,20
B1865,Route-15,12.856199,80.114793,Medium,Sunny,17
B1866,Route-9,13.271491,80.283113,Low,Sunny,16
B1867,Route-20,12.885301,80.231027,High,Rainy,29
B1868,Route-4,12.83748,80.166903,Medium,Foggy,21
B1869,Route-11,13.123671,80.138505,High,Cloudy,25
B1870,Route-9,12.981147,80.347917,Medium,Sunny,23
B1871,Route-17,13.264278,80.292326,Medium,Cloudy,19
B1872,Route-13,13.290522,80.298543,Low,Foggy,22
B1873,Route-3,12.828547,80.202916,Medium,Sunny,14
B1874,Route-6,13.024519,80.237791,High,Rainy,28
B1875,Route-7,12.868614,80.381298,Medium,Cloudy,19
B1876,Route-8,13.25556,80.346152,Low,Sunny,15
B1877,Route-16,12.971198,80.263943,High,Sunny,27
B1878,Route-16,13.000574,80.384339,High,Sunny,29
B1879,Route-13,12.901427,80.399496,Medium,Sunny,18
B1880,Route-5,13.112825,80.274227,Low,Rainy,21
B1881,Route-9,12.941899,80.308159,High,Cloudy,20
B1882,Route-3,13.114174,80.15523,High,Foggy,30
B1883,Route-12,13.188447,80.121237,Medium,Sunny,12
B1884,Route-1,13.275154,80.189982,Medium,Cloudy,12
B1885,Route-12,12.904959,80.336678,Low,Foggy,17
B1886,Route-4,12.807324,80.376343,Low,Cloudy,17
B1887,Route-11,13.122964,80.169864,High,Sunny,26
B1888,Route-18,13.255816,80.378404,High,Cloudy,30
B1889,Route-12,12.827723,80.34991,High,Foggy,29
B1890,Route-20,12.851738,80.296969,Low,Rainy,22
B1891,Route-16,13.13841,80.190476,Medium,Foggy,23
B1892,Route-5,13.087291,80.254435,High,Sunny,19
B1893,Route-4,13.121714,80.159155,Low,Sunny,12
B1894,Route-4,12.882467,80.137385,Low,Sunny,7
B1895,Route-16,12.933051,80.111702,Medium,Cloudy,16
B1896,Route-16,13.012392,80.202525,Medium,Sunny,14
B1897,Route-2,13.2928,80.306004,Medium,Foggy,19
B1898,Route-3,13.255098,80.21485,Low,Rainy,20
B1899,Route-10,13.024637,80.382149,Medium,Sunny,18
B1900,Route-18,12.833642,80.180399,Medium,Sunny,22
B1901,Route-18,13.159694,80.108436,Medium,Sunny,14
B1902,Route-10,12.917516,80.295684,Low,Rainy,14
B1903,Route-6,13.254782,80.180889,Low,Sunny,14
B1904,Route-2,13.139444,80.171039,Low,Sunny,15
B1905,Route-18,13.288719,80.389306,High,Sunny,19
B1906,Route-3,12.989158,80.126519,Low,Rainy,21
B1907,Route-2,12.883269,80.395853,Medium,Sunny,16
B1908,Route-13,12.860189,80.274231,Low,Sunny,7
B1909,Route-5,13.154292,80.319562,High,Sunny,26
B1910,Route-6,13.091119,80.189962,Medium,Sunny,13
B1911,Route-7,13.243298,80.223283,High,Cloudy,22
B1912,Route-18,13.113385,80.10864,High,Sunny,26
B1913,Route-20,13.11099,80.364593,Low,Sunny,15
B1914,Route-8,12.971689,80.10573,Medium,Cloudy,16
B1915,Route-9,13.062577,80.159889,Medium,Sunny,19
B1916,Route-12,12.934595,80.394677,Low,Rainy,18
B1917,Route-1,12.834654,80.273466,Medium,Sunny,18
B1918,Route-7,13.150572,80.116718,Medium,Sunny,23
B1919,Route-6,12.865336,80.1873,Medium,Sunny,16
B1920,Route-6,13.15965,80.285624,Low,Cloudy,11
B1921,Route-16,13.043414,80.380468,High,Cloudy,26
B1922,Route-9,13.111477,80.234062,Medium,Sunny,16
B1923,Route-6,13.263293,80.313127,Low,Sunny,8
B1924,Route-3,13.227583,80.207627,Medium,Sunny,12
B1925,Route-5,13.281106,80.389346,Medium,Sunny,21
B1926,Route-5,13.006339,80.130137,High,Sunny,26
B1927,Route-14,12.994695,80.319784,Low,Foggy,16
B1928,Route-16,12.82078,80.162039,High,Cloudy,29
B1929,Route-6,12.970785,80.201552,High,Foggy,28
B1930,Route-3,13.290131,80.295034,High,Sunny,25
B1931,Route-10,13.111872,80.140207,Medium,Rainy,20
B1932,Route-8,12.818557,80.124201,Low,Cloudy,9
B1933,Route-9,13.206855,80.165131,Low,Sunny,14
B1934,Route-19,13.083722,80.213102,High,Sunny,21
B1935,Route-3,12.871531,80.104204,High,Sunny,27
B1936,Route-20,12.970837,80.385995,Low,Cloudy,15
B1937,Route-3,13.142218,80.250966,Medium,Sunny,19
B1938,Route-19,13.236197,80.283935,Medium,Sunny,18
B1939,Route-20,13.092465,80.179869,Medium,Rainy,26
B1940,Route-16,13.176738,80.139741,Medium,Cloudy,16
B1941,Route-9,13.226642,80.356846,Low,Sunny,15
B1942,Route-17,13.108091,80.388249,Low,Sunny,9
B1943,Route-7,13.15683,80.362103,Medium,Sunny,11
B1944,Route-14,12.944568,80.235386,Medium,Sunny,20
B1945,Route-14,12.895836,80.242363,Medium,Sunny,11
B1946,Route-7,13.198431,80.20229,Medium,Cloudy,13
B1947,Route-6,13.26727,80.317818,Medium,Cloudy,16
B1948,Route-11,12.967023,80.132046,High,Cloudy,32
